10,73.09
21,128.41
27,156.99
2,32.14
16,100.49
27,155.1
8,63.38
22,134.21
28,162.44
5,48.42
20,119.55
18,112.72
24,144.16
26,152.08
33,188.4
11,74.89
15,99.04
15,94.66
17,107.07
4,42.43
9,67.43
20,120.21
14,93.18
32,182.66
34,189.35
31,178.9
25,145.97
6,53.2
17,107.47
8,62.83
13,89.1
22,133.18
5,45.72
12,80.46
34,190.81
32,181.07
18,112.49
31,176.84
1,27.04
20,123.22
7,57.68
30,170.52
35,196.8
35,196.06
7,57.71
10,70.86
19,117.1
3,39.38
15,97.44
27,157.58
29,168.91
2,33.04
1,26.96
8,63.08
24,142.0
18,111.4
7,57.4
23,135.51
1,26.38
2,30.8
35,197.64
12,81.32
2,34.47
13,89.36
26,151.11
7,55.67
25,146.81
10,70.21
30,170.07
14,90.26
9,68.38
35,194.88
34,191.89
14,89.43
28,160.62
4,40.61
26,149.6
6,52.2
31,174.67
29,164.96
31,176.31
27,156.65
26,152.09
25,145.03
12,84.2
23,136.05
5,47.73
18,112.75
20,123.32
20,119.24
26,153.28
1,27.65
15,94.92
24,141.23
26,149.65
21,125.63
27,155.53
14,93.5
10,72.49
14,89.68
34,190.56
31,177.06
1,27.81
28,159.39
4,42.53
29,164.19
24,141.16
23,137.06
18,109.45
35,195.15
20,120.67
31,174.09
9,66.79
8,63.52
28,161.71
35,193.9
13,86.01
15,97.81
1,26.94
2,32.3
5,46.1
9,65.61
6,53.68
23,134.42
13,88.72
17,108.57
9,67.79
29,168.46
26,150.21
14,92.03
15,98.96
7,57.08
6,50.69
32,183.16
7,58.21
31,176.19
3,38.65
35,196.27
18,109.85
12,82.71
28,162.14
34,191.76
13,87.7
14,90.69
19,114.6
16,101.53
9,65.64
25,148.4
29,166.76
19,117.58
18,111.92
34,190.25
28,160.16
17,108.76
30,173.89
2,34.03
9,67.34
28,163.28
8,60.18
3,38.28
20,122.59
33,186.35
14,90.41
8,59.85
22,130.8
27,155.24
9,69.35
8,61.58
7,58.5
28,159.66
31,177.2
11,75.9
25,147.03
18,111.37
28,160.86
27,159.06
10,71.9
23,138.51
16,100.35
27,154.17
5,45.46
5,45.8
29,164.33
34,191.51
17,106.22
28,160.43
6,49.74
16,101.05
28,162.72
29,166.89
28,161.74
19,117.4
8,63.39
14,90.53
20,123.13
35,194.05
21,126.93
23,139.14
29,164.5
2,31.44
16,104.29
33,186.55
15,95.31
24,143.64
9,67.83
27,156.66
34,192.46
11,78.79
11,76.01
5,47.88
16,101.82
24,142.83
5,47.3
22,130.27
31,178.77
19,115.87
3,38.37
22,133.8
4,40.67
7,59.28
20,120.41
3,34.68
19,118.3
24,140.74
27,158.4
6,51.24
32,181.83
30,173.54
11,78.37
32,181.0
10,72.37
6,50.48
23,138.82
4,44.13
13,88.3
13,84.97
22,134.09
13,87.91
33,184.95
33,187.5
15,98.27
23,135.78
21,125.09
16,99.39
27,155.9
35,197.58
7,58.54
34,190.08
1,27.24
32,180.67
22,134.11
12,81.25
32,179.61
15,96.84
28,159.63
26,153.36
5,47.21
20,122.8
20,119.59
7,54.85
25,144.88
6,53.33
6,50.06
30,169.76
13,87.39
18,111.66
12,82.49
3,39.29
23,135.51
31,175.15
6,50.71
12,81.73
25,147.63
3,37.59
26,151.84
15,98.14
6,50.26
19,119.29
6,52.53
2,34.74
30,171.87
22,129.98
26,149.39
35,198.84
3,38.2
32,179.02
16,103.52
32,180.72
1,28.29
8,62.79
8,62.71
25,146.51
17,107.18
16,102.59
2,32.88
20,120.77
30,170.72
22,129.41
21,127.29
16,102.47
8,62.42
13,88.21
32,182.26
1,25.85
14,94.22
9,64.66
17,104.44
33,186.72
17,107.3
3,34.83
21,127.62
22,132.2
21,125.96
35,196.18
19,119.28
10,73.96
18,113.59
11,75.98
8,62.47
6,51.54
21,126.93
33,187.7
35,198.63
1,25.59
25,147.93
16,99.69
6,51.64
29,165.4
4,42.69
13,85.8
9,69.5
19,114.34
12,81.31
29,167.18
1,26.74
10,73.44
33,188.25
7,58.42
1,26.33
5,46.79
5,45.03
23,135.99
24,140.98
21,128.28
1,27.46
29,166.97
14,90.5
11,78.24
30,169.37
27,156.45
11,77.57
12,82.7
33,188.75
31,176.58
7,58.98
1,25.36
27,154.88
13,86.46
19,117.15
8,60.66
10,74.26
4,40.8
14,92.1
11,77.98
30,171.81
35,197.88
33,184.85
13,88.12
14,93.66
4,44.52
33,186.87
22,132.06
7,55.75
33,187.01
31,177.2
31,174.78
31,175.62
2,31.52
2,32.4
4,42.7
28,161.65
32,182.82
23,135.34
31,177.67
5,49.3
23,136.36
20,119.95
26,152.09
13,88.23
6,53.99
12,82.15
14,91.42
27,154.29
7,58.75
4,44.65
23,137.39
18,112.91
26,152.5
5,45.36
22,134.12
5,47.03
23,136.51
18,110.33
32,183.69
1,25.45
9,66.63
29,166.17
2,34.66
22,129.44
2,30.34
4,39.67
26,149.54
31,177.24
28,164.01
8,60.27
1,26.89
10,72.96
17,108.86
26,149.17
29,167.51
24,141.07
10,70.72
1,26.32
3,36.26
6,52.92
25,147.98
22,132.75
8,61.56
16,103.74
14,93.62
31,178.77
9,67.8
20,121.92
32,179.24
21,126.97
14,93.75
1,27.83
1,25.7
25,144.48
6,50.74
35,195.83
30,171.45
16,101.91
25,146.84
22,129.52
28,162.43
1,26.7
32,180.88
3,39.16
18,110.66
7,54.88
5,47.67
15,98.35
21,126.58
24,143.37
23,136.53
8,62.7
3,35.45
16,100.97
6,53.56
7,57.71
2,32.54
21,124.78
27,158.76
9,68.08
32,179.84
34,190.71
33,187.46
19,116.41
24,139.94
19,115.99
2,30.94
33,186.54
1,29.08
5,47.83
31,176.66
3,36.9
29,164.06
14,89.44
27,156.83
12,83.26
32,180.29
34,191.52
9,64.77
32,181.43
16,103.41
31,175.44
3,39.43
22,134.09
2,34.15
26,152.13
11,79.28
6,51.05
27,157.19
4,44.31
3,36.15
6,53.98
28,161.06
26,149.21
15,98.47
25,145.51
17,107.2
2,34.54
9,67.06
2,31.11
34,192.28
1,29.49
35,195.1
3,35.79
29,164.18
21,125.01
4,40.52
32,180.48
4,39.89
33,184.65
14,93.16
23,137.58
2,29.77
14,93.46
16,101.86
29,167.7
1,24.93
21,126.05
1,28.98
20,119.93
4,42.78
5,45.49
30,171.45
11,76.51
7,56.71
32,179.22
21,127.55
22,130.02
30,170.98
21,126.1
16,101.64
11,75.36
9,65.47
14,91.85
16,102.76
32,178.97
2,31.59
4,43.19
35,194.31
20,121.38
32,182.28
32,179.35
34,191.66
18,111.91
7,56.65
22,132.2
9,66.2
23,135.22
16,102.26
10,74.22
25,148.85
2,30.83
23,136.26
26,151.69
23,137.1
6,53.88
23,138.58
28,162.31
